"zpid","city","zipcode","latitude","longitude","propertyTaxRate","garageSpaces","hasAssociation","hasCooling","hasGarage","hasHeating","hasSpa","hasView","homeType","parkingSpaces","yearBuilt","latestPrice","numPriceChanges","latest_saledate","latest_salemonth","latest_saleyear","numOfAppliances","numOfParkingFeatures","numOfPatioAndPorchFeatures","numOfSecurityFeatures","numOfWaterfrontFeatures","lotSizeSqFt","livingAreaSqFt","numOfPrimarySchools","numOfElementarySchools","numOfMiddleSchools","numOfHighSchools","avgSchoolDistance","avgSchoolRating","avgSchoolSize","MedianStudentsPerTeacher","numOfBathrooms","numOfBedrooms","numOfStories"
29407076,"austin",78723,30.3121337890625,-97.696403503418,1.98,1,"False","True","True","True","False","False","Single Family",1,1955,285000,1,"2019-12-23",12,2019,2,2,0,1,0,7623,1177,1,0,1,1,1.5,5,966,15,1,3,1
29402076,"austin",78723,30.3089008331299,-97.6954727172852,1.98,2,"False","True","True","True","False","True","Single Family",2,1965,599899,3,"2020-07-06",7,2020,3,2,1,0,0,10062,1828,1,0,1,1,1.53333333333333,5,966,15,2,3,1
29403574,"austin",78751,30.3080940246582,-97.7226638793945,1.98,0,"False","True","False","True","False","False","Single Family",0,1940,699000,1,"2018-12-08",12,2018,2,1,0,0,0,5793,2040,1,0,1,1,1.5,7.33333333333333,1142,15,3,3,2
64905572,"austin",78751,30.3104629516602,-97.7146072387695,1.98,1,"False","True","True","True","False","True","Single Family",1,2017,649900,4,"2020-06-30",6,2020,4,3,1,2,0,5227,1965,1,0,1,1,1.3,6.33333333333333,1087,16,3,3,2
145654070,"austin",78723,30.2959213256836,-97.6983413696289,1.98,2,"True","True","True","True","False","False","Single Family",2,2016,899000,1,"2020-07-02",7,2020,4,3,2,1,0,3920,2902,1,0,1,1,2.1,5,966,15,4,4,2
83124070,"austin",78751,30.3103466033936,-97.7131881713867,1.98,1,"False","True","True","True","False","False","Single Family",1,2012,149900,7,"2019-09-03",9,2019,2,4,0,0,0,5227,2350,1,0,1,1,1.33333333333333,6.33333333333333,1087,16,3,5,2
29406567,"austin",78751,30.3155956268311,-97.7187271118164,1.98,2,"False","True","True","True","False","False","Single Family",2,1936,350000,1,"2020-09-15",9,2020,3,2,1,1,0,4708,816,1,0,1,1,1.06666666666667,6.33333333333333,1087,16,1,2,1
29402067,"austin",78723,30.3070487976074,-97.6942749023438,1.98,2,"False","True","True","True","False","False","Single Family",2,1959,524900,3,"2019-01-17",1,2019,4,2,0,0,0,11325.6,1898,1,0,1,1,1.6,5,966,15,2,3,1
29407066,"austin",78723,30.31081199646,-97.6964950561523,1.98,0,"False","True","False","True","False","False","Single Family",0,1954,399000,2,"2019-05-31",5,2019,2,0,0,1,0,8929,1835,1,0,1,1,1.5,5,966,15,2,3,1
29405566,"austin",78723,30.3108158111572,-97.7034301757812,1.98,0,"False","True","False","True","False","False","Single Family",0,1955,399000,2,"2018-12-15",12,2018,5,1,0,0,0,7013,1216,1,0,1,1,1.63333333333333,5,966,15,2,3,1
2084307058,"austin",78751,30.3077087402344,-97.7217712402344,1.98,1,"False","True","True","True","False","False","Single Family",1,1940,484999,2,"2020-02-12",2,2020,4,2,2,1,0,4486,864,1,0,1,1,1.53333333333333,7.33333333333333,1142,15,2,2,1
29401557,"austin",78751,30.3059959411621,-97.7244262695312,1.98,1,"False","True","True","True","False","False","Single Family",1,1922,375000,6,"2020-06-03",6,2020,3,2,2,0,1,6316,896,1,0,1,1,1.43333333333333,7.33333333333333,1142,15,1,2,1
251035556,"austin",78751,30.3165836334229,-97.7098083496094,1.98,1,"False","True","True","True","False","False","Single Family",1,1949,320000,1,"2019-12-01",12,2019,1,2,0,0,0,4059,830,1,0,1,1,1.4,6.33333333333333,1087,16,1,2,1
29403553,"austin",78751,30.3115787506104,-97.7224884033203,1.98,0,"False","True","False","True","True","False","Single Family",0,1934,549500,2,"2019-01-31",1,2019,3,0,0,0,0,9844,1008,1,0,1,1,1.13333333333333,6.33333333333333,1087,16,1,2,1
29406552,"austin",78751,30.313606262207,-97.719482421875,1.98,2,"False","True","True","True","False","False","Single Family",2,1942,273700,9,"2020-04-24",4,2020,2,2,0,1,0,6054,2100,1,0,1,1,1.06666666666667,6.33333333333333,1087,16,2,4,1
144970635,"austin",78723,30.2940559387207,-97.6994323730469,1.98,0,"True","False","False","False","False","False","Single Family",0,2015,839000,1,"2021-01-06",1,2021,0,1,0,0,0,3484,2314,1,0,1,1,2.26666666666667,5,966,15,3,3,2
29405551,"austin",78723,30.3125324249268,-97.7023696899414,1.98,1,"False","True","True","True","False","False","Single Family",1,1954,205000,12,"2019-08-16",8,2019,4,2,1,1,0,7840,1204,1,0,1,1,1.6,5,966,15,1,3,1
125090550,"austin",78751,30.3022041320801,-97.7167739868164,1.98,2,"False","True","True","True","False","False","Single Family",2,2015,725000,5,"2020-10-07",10,2020,4,3,4,2,0,6098,1694,1,0,1,1,1.53333333333333,7.33333333333333,1142,15,3,3,1
29409545,"austin",78751,30.3199558258057,-97.7176895141602,1.98,1,"False","True","True","True","False","False","Single Family",1,1953,350000,1,"2019-10-25",10,2019,1,2,1,0,0,6229,768,1,0,1,1,1.06666666666667,7,1043,16,1,2,1
29407045,"austin",78723,30.3161678314209,-97.6961669921875,1.98,0,"False","True","False","True","False","False","Single Family",0,1958,399993,4,"2018-12-01",12,2018,1,1,0,0,0,9234,1644,1,0,1,1,0.7,3,849,14,3,3,1
29407044,"austin",78723,30.3162631988525,-97.6963653564453,1.98,2,"False","True","True","True","False","False","Single Family",2,1958,450000,1,"2020-04-17",4,2020,2,2,1,2,0,8886,1681,1,0,1,1,0.7,3,849,14,2,3,1
29403544,"austin",78751,30.3105487823486,-97.7226715087891,1.98,0,"False","False","False","False","False","False","Single Family",0,1936,429900,1,"2018-10-19",10,2018,7,0,0,0,0,6751,1432,1,0,1,1,1.16666666666667,6.33333333333333,1087,16,2,3,1
29406543,"austin",78751,30.311653137207,-97.7195281982422,1.98,2,"False","True","True","True","False","True","Single Family",2,2020,350000,7,"2020-12-18",12,2020,1,2,1,0,0,3049,2005,1,0,1,1,1.13333333333333,6.33333333333333,1087,16,3,4,2
29409539,"austin",78751,30.3204574584961,-97.7190628051758,1.98,0,"False","True","False","True","False","False","Single Family",0,2015,849900,1,"2019-08-06",8,2019,3,2,0,0,0,6141,2471,1,0,1,1,1,7,1043,16,4,5,2
29405536,"austin",78723,30.312952041626,-97.7020874023438,1.98,0,"False","True","False","True","False","False","Single Family",0,1954,399000,2,"2019-06-05",6,2019,4,1,1,0,0,7884,1326,1,0,1,1,1.56666666666667,5,966,15,1,3,1
29407031,"austin",78723,30.3152637481689,-97.6955261230469,1.98,0,"False","True","False","True","False","False","Single Family",0,1956,314900,1,"2019-10-02",10,2019,4,0,0,0,0,6751,1360,1,0,1,1,0.766666666666667,3,849,14,2,4,1
2087952530,"austin",78751,30.3133087158203,-97.7114791870117,1.98,0,"False","True","False","True","False","False","Single Family",0,2018,425000,1,"2019-02-15",2,2019,3,2,0,0,0,10454,1100,1,0,1,1,1.36666666666667,6.33333333333333,1087,16,2,2,1
29403793,"austin",78723,30.3104305267334,-97.700798034668,1.98,2,"False","True","True","True","False","False","Single Family",2,1954,264000,5,"2018-05-26",5,2018,4,2,0,0,0,7840,1393,1,0,1,1,1.6,5,966,15,2,3,1
29405529,"austin",78723,30.3136577606201,-97.7032928466797,1.98,1,"False","True","True","True","False","False","Single Family",1,1954,330000,4,"2018-03-27",3,2018,2,4,0,0,0,7187,1120,1,0,1,1,1.6,5,966,15,2,3,1
251036026,"austin",78751,30.3172073364258,-97.7188491821289,1.98,0,"False","True","False","True","False","False","Single Family",0,1946,584000,3,"2020-07-02",7,2020,3,0,1,1,0,3123,1515,1,0,1,1,1.16666666666667,7,1043,16,2,3,1
2078948021,"austin",78723,30.298131942749,-97.6963272094727,1.98,2,"True","True","True","True","False","False","Single Family",2,2020,849990,1,"2020-08-28",8,2020,4,2,3,2,0,2395,2170,1,0,1,1,2.03333333333333,5,966,15,3,3,1
145653521,"austin",78723,30.2958717346191,-97.6994934082031,1.98,2,"True","True","True","True","False","False","Single Family",2,2017,1050000,1,"2020-09-25",9,2020,3,2,4,2,0,4338,3303,1,0,1,1,2.16666666666667,5,966,15,4,4,2
29403520,"austin",78751,30.3085613250732,-97.7239532470703,1.98,3,"False","True","True","True","False","False","Single Family",3,1937,344000,4,"2020-10-14",10,2020,5,2,1,0,0,7013,1576,1,0,1,1,1.53333333333333,7.33333333333333,1142,15,3,3,2
29403519,"austin",78751,30.3087043762207,-97.7238693237305,1.98,4,"False","True","True","True","False","False","Single Family",4,1936,610000,3,"2018-11-01",11,2018,3,4,0,0,0,9583,1148,1,0,1,1,1.53333333333333,7.33333333333333,1142,15,2,3,1
29407015,"austin",78723,30.3139629364014,-97.6969833374023,1.98,2,"False","True","True","True","False","False","Single Family",2,1955,419900,2,"2020-09-25",9,2020,7,2,2,1,0,7927,1346,1,0,1,1,1.5,5,966,15,2,3,1
29398485,"austin",78751,30.2968368530273,-97.7202758789062,1.98,2,"False","True","True","True","True","True","Single Family",2,1940,695000,6,"2019-12-03",12,2019,3,2,0,0,0,6751,2260,1,0,1,1,1.33333333333333,7.33333333333333,1142,15,3,4,1
29401984,"austin",78723,30.3073863983154,-97.6970977783203,1.98,1,"False","True","True","True","False","False","Single Family",1,1955,424900,8,"2020-05-08",5,2020,3,2,0,0,0,7013,2150,1,0,1,1,1.6,5,966,15,2,3,1
29403505,"austin",78751,30.3081340789795,-97.7246932983398,1.98,1,"False","True","True","True","False","False","Single Family",1,1934,1150000,2,"2020-07-22",7,2020,5,2,1,0,0,7318,3064,1,0,1,1,1.46666666666667,7.33333333333333,1142,15,3,4,2
29405479,"austin",78723,30.3109264373779,-97.7020263671875,1.98,2,"False","True","True","True","False","False","Single Family",2,1954,389900,1,"2018-06-12",6,2018,4,3,0,0,0,7318,1140,1,0,1,1,1.6,5,966,15,2,3,1
29402004,"austin",78723,30.309965133667,-97.6957702636719,1.98,1,"False","True","True","True","False","False","Single Family",1,1955,419000,2,"2018-12-20",12,2018,3,2,0,0,0,8189,1436,1,0,1,1,1.56666666666667,5,966,15,2,3,1
29405503,"austin",78723,30.3121318817139,-97.7025680541992,1.98,1,"False","True","True","True","False","False","Single Family",1,1955,450000,1,"2020-07-20",7,2020,1,2,0,1,0,8363,1600,1,0,1,1,1.6,5,966,15,2,3,1
305431002,"austin",78751,30.3033504486084,-97.7196197509766,1.98,0,"True","True","False","True","False","False","Single Family",0,2019,450000,1,"2020-08-28",8,2020,5,0,2,0,0,3850,987,1,0,1,1,1.46666666666667,7.33333333333333,1142,15,2,2,1
29402000,"austin",78723,30.3087368011475,-97.6962661743164,1.98,1,"False","True","True","True","False","False","Single Family",1,1954,343000,3,"2018-12-10",12,2018,5,2,0,0,0,7405,879,1,0,1,1,1.56666666666667,5,966,15,2,2,1
29413890,"austin",78752,30.3281555175781,-97.6822204589844,1.98,2,"False","True","True","True","True","False","Single Family",2,1971,575000,4,"2020-10-22",10,2020,3,2,1,0,0,12196.8,2718,1,0,1,1,0.933333333333333,2.66666666666667,807,14,3,3,1
29412881,"austin",78752,30.326057434082,-97.681526184082,1.98,2,"True","True","True","True","False","True","Single Family",2,1977,210000,5,"2019-03-25",3,2019,2,2,0,0,0,5706,1658,1,0,1,1,0.9,2.66666666666667,807,14,2,3,2
29420880,"austin",78753,30.347204208374,-97.6913452148438,1.98,2,"False","True","True","True","False","True","Single Family",2,1964,350000,9,"2019-02-15",2,2019,2,4,0,0,0,7448,2156,1,0,1,1,0.833333333333333,4,838,14,2,4,2
29420972,"austin",78753,30.3462066650391,-97.6892013549805,1.98,2,"False","True","True","True","False","False","Single Family",2,1978,205000,4,"2019-12-30",12,2019,6,2,1,1,0,9539,1822,1,0,1,1,0.8,4,838,14,3,4,2
29413863,"austin",78752,30.3293781280518,-97.6844177246094,1.98,0,"False","True","False","True","False","False","Single Family",0,1971,399900,3,"2019-06-05",6,2019,3,2,0,1,0,9365,2018,1,0,1,1,0.9,2.66666666666667,807,14,2,4,1
29413854,"austin",78752,30.3289203643799,-97.6849594116211,1.98,0,"False","True","False","True","False","False","Single Family",0,1969,349900,2,"2019-04-05",4,2019,3,1,0,0,0,13939.2,1616,1,0,1,1,0.866666666666667,2.66666666666667,807,14,2,4,1
29412823,"austin",78752,30.3257465362549,-97.6844329833984,1.98,0,"False","True","False","True","False","False","Single Family",0,1969,3e+05,1,"2019-06-27",6,2019,1,1,0,1,0,12196.8,1547,1,0,1,1,0.833333333333333,2.66666666666667,807,14,2,3,1
29412814,"austin",78752,30.326587677002,-97.6841506958008,1.98,0,"False","True","False","True","False","False","Single Family",0,1970,160000,8,"2019-04-02",4,2019,3,1,0,0,0,7318,1205,1,0,1,1,0.833333333333333,2.66666666666667,807,14,2,3,1
29412809,"austin",78752,30.3269748687744,-97.6839065551758,1.98,0,"False","True","False","True","False","False","Single Family",0,1969,275000,2,"2019-05-28",5,2019,2,1,0,0,0,6969,1336,1,0,1,1,0.833333333333333,2.66666666666667,807,14,2,3,1
29413797,"austin",78752,30.3296222686768,-97.68701171875,1.98,2,"False","True","True","True","False","False","Single Family",2,1970,509500,1,"2020-07-14",7,2020,4,2,1,1,0,9583,1961,1,0,1,1,0.833333333333333,2.66666666666667,807,14,3,4,2
29413788,"austin",78752,30.3288097381592,-97.6876983642578,1.98,4,"False","True","True","True","True","False","Single Family",4,1970,356500,2,"2020-10-16",10,2020,4,2,2,0,0,8886,1523,1,0,1,1,0.8,2.66666666666667,807,14,2,3,1
29412777,"austin",78752,30.3279342651367,-97.684928894043,1.98,0,"False","True","False","True","False","False","Single Family",0,1969,339990,2,"2018-06-13",6,2018,3,1,0,0,0,10323,1516,1,0,1,1,0.833333333333333,2.66666666666667,807,14,2,3,1
29419776,"austin",78754,30.3437881469727,-97.6728591918945,1.98,1,"False","True","True","True","False","False","Single Family",1,1962,140000,8,"2018-09-15",9,2018,4,2,0,0,0,12196.8,1346,1,0,1,2,4.36666666666667,4.33333333333333,1066,12,1,2,1
29419773,"austin",78754,30.3431930541992,-97.6732406616211,1.98,0,"False","True","False","True","False","False","Single Family",0,1961,389000,2,"2019-09-16",9,2019,1,1,1,1,0,13939.2,1665,1,0,1,2,4.4,4.33333333333333,1066,12,3,3,1
29412756,"austin",78752,30.3272933959961,-97.6828994750977,1.98,0,"False","True","False","True","False","False","Single Family",0,1969,315000,3,"2019-01-30",1,2019,1,1,0,0,0,9016,1489,1,0,1,1,0.866666666666667,2.66666666666667,807,14,2,4,1
29419725,"austin",78753,30.3471794128418,-97.6869354248047,1.98,2,"False","True","True","True","False","True","Single Family",2,1979,279000,1,"2018-05-26",5,2018,6,2,0,0,0,8537,1914,1,0,1,1,0.8,4,838,14,3,4,2
29419724,"austin",78753,30.3468246459961,-97.6870956420898,1.98,0,"False","True","False","True","False","False","Single Family",0,1980,430000,2,"2019-08-01",8,2019,4,1,1,1,0,10454,1764,1,0,1,1,0.766666666666667,4,838,14,2,3,1
29412720,"austin",78752,30.3283386230469,-97.692756652832,1.98,3,"False","True","True","True","False","False","Single Family",3,1966,439900,4,"2020-07-23",7,2020,3,2,1,1,0,9626,1766,1,0,1,1,0.5,3.33333333333333,820,15,2,3,1
29411193,"austin",78723,30.3221435546875,-97.6729278564453,1.98,0,"False","True","False","True","False","False","Single Family",0,1967,399999,1,"2018-11-30",11,2018,2,1,0,0,0,15681.6,1877,1,0,1,1,1.26666666666667,2.33333333333333,656,14,2,3,1
29419681,"austin",78753,30.3423156738281,-97.6902313232422,1.98,4,"False","True","True","True","False","True","Single Family",4,1979,250000,7,"2020-11-30",11,2020,3,2,1,1,0,7230,2047,1,0,1,1,0.733333333333333,4,838,14,3,3,2
29419679,"austin",78753,30.3426113128662,-97.6900482177734,1.98,2,"False","True","True","True","False","False","Single Family",2,1979,549000,3,"2020-04-17",4,2020,8,2,2,0,0,10193,2260,1,0,1,1,0.766666666666667,4,838,14,3,4,2
29419665,"austin",78753,30.3436489105225,-97.6905136108398,1.98,2,"False","True","True","True","False","False","Single Family",2,1979,393800,12,"2019-02-14",2,2019,3,2,0,0,0,7492,1795,1,0,1,1,0.733333333333333,4,838,14,3,3,2
29419664,"austin",78753,30.3438091278076,-97.6903915405273,1.98,0,"False","True","False","True","False","False","Single Family",0,1979,395000,1,"2019-06-18",6,2019,4,1,2,0,0,7666,1717,1,0,1,1,0.733333333333333,4,838,14,2,3,1
29419659,"austin",78753,30.3446445465088,-97.6897125244141,1.98,2,"False","True","True","True","False","False","Single Family",2,1979,365000,1,"2018-09-08",9,2018,3,2,0,0,0,12196.8,1805,1,0,1,1,0.766666666666667,4,838,14,2,3,1
29419655,"austin",78753,30.3448486328125,-97.6888427734375,1.98,2,"False","True","True","True","False","False","Single Family",2,1979,489000,1,"2020-03-10",3,2020,5,2,1,1,0,8842,2096,1,0,1,1,0.733333333333333,4,838,14,2,3,1
29411154,"austin",78723,30.3222599029541,-97.6744613647461,1.98,0,"False","True","False","True","True","False","Single Family",0,1967,519000,2,"2018-05-12",5,2018,4,1,0,0,0,9408,2129,1,0,1,1,1.26666666666667,2.33333333333333,656,14,3,4,2
29411152,"austin",78723,30.3219413757324,-97.6741180419922,1.98,2,"False","True","True","True","False","False","Single Family",2,1967,450000,3,"2020-08-04",8,2020,0,2,1,0,0,8712,2225,1,0,1,1,1.26666666666667,2.33333333333333,656,14,2,4,1
29411138,"austin",78723,30.3234577178955,-97.6750564575195,1.98,0,"False","True","False","True","False","False","Single Family",0,1968,478000,2,"2019-05-31",5,2019,4,1,0,0,0,12196.8,1594,1,0,1,1,1.3,2.33333333333333,656,14,2,3,1
29419683,"austin",78753,30.3422508239746,-97.6906814575195,1.98,0,"False","True","False","True","False","False","Single Family",0,1979,429900,2,"2020-12-29",12,2020,0,1,2,2,0,11325.6,1904,1,0,1,1,0.733333333333333,4,838,14,3,4,2
29419568,"austin",78753,30.3441734313965,-97.6940078735352,1.98,2,"False","True","True","True","False","False","Single Family",2,1967,379000,2,"2020-03-19",3,2020,3,2,1,0,0,10380,1855,1,0,1,1,0.9,4,838,14,2,3,1
29419558,"austin",78753,30.3434562683106,-97.6939086914062,1.98,0,"False","True","False","True","False","False","Single Family",0,1970,425000,1,"2018-06-08",6,2018,0,1,0,0,0,13068,2216,1,0,1,1,0.866666666666667,4,838,14,2,4,1
29419556,"austin",78753,30.3438396453857,-97.693473815918,1.98,0,"False","True","False","True","False","True","Single Family",0,1968,229900,4,"2019-07-30",7,2019,3,1,3,3,0,18730.8,2040,1,0,1,1,0.9,4,838,14,2,3,1
29419553,"austin",78753,30.3445873260498,-97.693733215332,1.98,0,"False","True","False","True","False","False","Single Family",0,1971,315000,1,"2019-10-04",10,2019,3,1,1,0,0,12196.8,1784,1,0,1,1,0.866666666666667,4,838,14,2,3,1
29411053,"austin",78723,30.3221626281738,-97.6762237548828,1.98,0,"False","True","False","True","False","False","Single Family",0,1970,374900,1,"2018-06-30",6,2018,3,1,0,0,0,10018,1643,1,0,1,1,1.23333333333333,2.33333333333333,656,14,2,4,1
29413868,"austin",78752,30.3296909332275,-97.6849670410156,1.98,2,"False","True","True","True","False","False","Single Family",2,1971,450000,7,"2020-12-29",12,2020,5,2,1,1,0,11325.6,2374,1,0,1,1,0.9,2.66666666666667,807,14,3,4,2
29419527,"austin",78753,30.3455677032471,-97.6928176879883,1.98,0,"False","True","False","True","False","False","Single Family",0,1966,342000,4,"2020-02-05",2,2020,3,1,1,1,0,10497,2084,1,0,1,1,0.9,4,838,14,3,4,2
29415520,"austin",78752,30.3347721099854,-97.6930236816406,1.98,0,"False","True","False","True","False","False","Single Family",0,1999,82900,9,"2019-12-03",12,2019,1,1,0,0,0,8232,1221,1,0,1,1,0.566666666666667,3.33333333333333,820,15,2,3,1
29419510,"austin",78753,30.3461780548096,-97.693489074707,1.98,0,"False","True","False","True","False","False","Single Family",0,1964,267000,1,"2018-11-14",11,2018,3,1,0,0,0,9147,1744,1,0,1,1,0.933333333333333,4,838,14,3,3,2
29419504,"austin",78753,30.3456325531006,-97.6933898925781,1.98,2,"False","True","True","True","False","False","Single Family",2,1969,435000,1,"2018-06-13",6,2018,8,2,0,0,0,11325.6,2350,1,0,1,1,0.933333333333333,4,838,14,3,4,1
29409975,"austin",78723,30.3180389404297,-97.6916732788086,1.98,1,"False","True","True","True","False","False","Single Family",1,1959,3e+05,1,"2019-08-16",8,2019,4,2,1,0,0,8712,1580,1,0,1,1,0.633333333333333,3,849,14,2,4,1
29407475,"austin",78723,30.3122005462646,-97.6685791015625,1.98,0,"False","True","False","True","False","False","Single Family",0,1961,399900,1,"2018-09-29",9,2018,3,2,0,0,0,7187,1537,1,0,1,1,1.23333333333333,3.33333333333333,569,13,2,4,1
29402475,"austin",78723,30.305835723877,-97.6825485229492,1.98,0,"False","True","False","True","False","False","Single Family",0,1962,166000,6,"2018-05-24",5,2018,0,1,0,0,0,7753,1449,1,0,1,1,1.93333333333333,5,966,15,2,3,1
29404472,"austin",78723,30.3110332489014,-97.6690826416016,1.98,4,"False","True","True","True","True","False","Single Family",4,1966,625000,3,"2020-12-23",12,2020,2,2,0,0,0,19602,2752,1,0,1,1,1.26666666666667,3.33333333333333,569,13,3,4,2
29407472,"austin",78723,30.3141918182373,-97.6672515869141,1.98,0,"False","True","False","True","False","False","Single Family",0,1998,165000,15,"2019-02-28",2,2019,4,1,0,0,0,8276,1458,1,0,1,1,1.16666666666667,3.33333333333333,569,13,3,3,2
29399972,"austin",78723,30.303596496582,-97.6857452392578,1.98,0,"False","True","False","True","False","False","Single Family",0,1961,475000,3,"2020-06-04",6,2020,3,0,1,2,0,9757,1632,1,0,1,1,1.9,5,966,15,2,3,1
29408471,"austin",78723,30.3146457672119,-97.6687545776367,1.98,1,"False","True","True","True","False","True","Single Family",1,1964,210000,8,"2018-09-22",9,2018,4,5,0,0,0,7230,1200,1,0,1,1,1.2,3.33333333333333,569,13,2,3,1
29404468,"austin",78723,30.3114280700684,-97.6699829101562,1.98,0,"False","True","False","True","False","True","Single Family",0,1967,349900,4,"2019-06-19",6,2019,0,1,0,0,0,22215.6,1944,1,0,1,1,1.3,3.33333333333333,569,13,2,3,1
29410965,"austin",78723,30.3212642669678,-97.6782379150391,1.98,4,"False","True","True","True","True","False","Single Family",4,1968,535000,3,"2018-10-19",10,2018,7,4,0,0,0,13068,2098,1,0,1,1,1.2,2.33333333333333,656,14,2,4,1
29409965,"austin",78723,30.3187408447266,-97.6936264038086,1.98,2,"False","True","True","True","False","False","Single Family",2,1959,229950,6,"2020-07-24",7,2020,6,2,2,1,0,9583,1329,1,0,1,1,0.633333333333333,3,849,14,2,3,1
29409964,"austin",78723,30.3184661865234,-97.6935195922852,1.98,0,"False","True","False","True","False","True","Single Family",0,1959,422500,4,"2020-04-23",4,2020,3,1,0,0,0,10454,1344,1,0,1,1,0.633333333333333,3,849,14,2,3,1
29407463,"austin",78723,30.3135051727295,-97.6685943603516,1.98,0,"False","True","False","True","False","False","Single Family",0,1961,299900,3,"2018-02-23",2,2018,2,1,0,0,0,7230,1040,1,0,1,1,1.23333333333333,3.33333333333333,569,13,2,3,1
29404463,"austin",78723,30.3116188049316,-97.6687774658203,1.98,2,"False","True","True","True","False","False","Single Family",2,1967,305000,6,"2019-10-28",10,2019,2,2,0,0,0,12196.8,1853,1,0,1,1,1.26666666666667,3.33333333333333,569,13,2,3,1
29400999,"austin",78723,30.3047790527344,-97.666374206543,1.98,2,"False","True","True","True","False","True","Single Family",2,1972,462500,5,"2020-11-09",11,2020,5,2,1,1,0,9583,2086,1,0,1,1,1.5,3.33333333333333,569,13,3,4,1
29408460,"austin",78723,30.3170013427734,-97.6740570068359,1.98,0,"False","True","False","True","False","False","Single Family",0,1967,499900,2,"2019-11-27",11,2019,7,1,2,0,0,9757,1705,1,0,1,1,1.26666666666667,2.33333333333333,656,14,2,3,1
29410957,"austin",78723,30.3200912475586,-97.678825378418,1.98,2,"False","True","True","True","False","False","Single Family",2,1966,174900,6,"2018-05-09",5,2018,7,2,0,0,0,17859.6,1914,1,0,1,1,1.16666666666667,2.33333333333333,656,14,2,3,1
29407956,"austin",78723,30.3176574707031,-97.6896438598633,1.98,0,"True","True","False","True","False","False","Single Family",0,1947,730000,1,"2019-09-26",9,2019,0,2,0,0,0,39204,1503,1,0,1,1,0.666666666666667,3,849,14,1,2,1
29399956,"austin",78723,30.3015880584717,-97.6862335205078,1.98,2,"False","True","True","True","True","False","Single Family",2,1961,399900,1,"2020-10-27",10,2020,7,3,0,1,0,8276,1200,1,0,1,1,1.96666666666667,5,966,15,2,4,1
29400955,"austin",78723,30.3022651672363,-97.6769714355469,1.98,2,"False","True","True","True","False","False","Single Family",2,1968,320000,3,"2018-07-18",7,2018,1,2,0,0,0,9583,1584,1,0,1,1,2.06666666666667,3,719,15,2,4,1
29409952,"austin",78723,30.3196468353271,-97.6938171386719,1.98,0,"False","True","False","True","False","True","Single Family",0,1963,265000,15,"2018-03-02",3,2018,4,1,0,0,0,10672,1580,1,0,1,1,0.6,3,849,14,2,3,1
29408444,"austin",78723,30.3171997070312,-97.6780776977539,1.98,2,"False","True","True","True","False","False","Single Family",2,1964,399000,3,"2020-02-05",2,2020,2,2,1,1,0,9975,1792,1,0,1,1,1.16666666666667,2.33333333333333,656,14,2,4,1
29399942,"austin",78723,30.3047466278076,-97.6873092651367,1.98,0,"False","True","False","True","False","False","Single Family",0,1959,425000,1,"2018-07-25",7,2018,0,0,0,0,0,10018,1821,1,0,1,1,1.76666666666667,5,966,15,2,3,1
29408439,"austin",78723,30.3171672821045,-97.6769638061523,1.98,2,"False","True","True","True","False","False","Single Family",2,1968,444900,11,"2020-07-28",7,2020,3,2,1,1,0,8058,1556,1,0,1,1,1.2,2.33333333333333,656,14,2,3,2
29408435,"austin",78723,30.3175716400146,-97.676383972168,1.98,2,"False","True","True","True","False","False","Single Family",2,1964,4e+05,5,"2020-05-29",5,2020,2,2,0,0,0,9234,1707,1,0,1,1,1.2,2.33333333333333,656,14,2,3,1
29400935,"austin",78723,30.3005065917969,-97.6784820556641,1.98,0,"False","True","False","True","False","False","Single Family",0,1965,575000,1,"2018-06-01",6,2018,0,1,0,0,0,9147,2251,1,0,1,1,2.06666666666667,3,719,15,3,4,2
29402432,"austin",78723,30.3083953857422,-97.6855621337891,1.98,2,"False","True","True","True","False","False","Single Family",2,1962,515777,1,"2020-06-18",6,2020,7,2,1,1,0,8929,1557,1,0,1,1,1.73333333333333,5,966,15,2,3,1
29399930,"austin",78723,30.3043174743652,-97.6881408691406,1.98,1,"False","True","True","True","False","False","Single Family",1,1959,340000,1,"2018-02-22",2,2018,6,2,0,0,0,6446,1051,1,0,1,1,1.76666666666667,5,966,15,1,3,1
29399929,"austin",78723,30.3043975830078,-97.6884002685547,1.98,1,"False","True","True","True","False","False","Single Family",1,1959,469900,11,"2019-01-04",1,2019,7,2,0,0,0,10846,1624,1,0,1,1,1.76666666666667,5,966,15,2,3,1
29408496,"austin",78723,30.3141288757324,-97.6707382202148,1.98,0,"False","True","False","True","False","False","Single Family",0,1962,299900,1,"2019-07-22",7,2019,0,1,0,0,0,9147,976,1,0,1,1,1.23333333333333,3.33333333333333,569,13,1,3,1
29399927,"austin",78723,30.3044376373291,-97.6887512207031,1.98,1,"False","True","True","True","False","False","Single Family",1,1959,365000,2,"2020-07-27",7,2020,3,2,2,1,0,6534,1423,1,0,1,1,1.76666666666667,5,966,15,2,3,1
29402425,"austin",78723,30.3070430755615,-97.6852035522461,1.98,0,"False","True","False","True","False","False","Single Family",0,1962,320000,1,"2018-08-13",8,2018,3,1,0,0,0,8450,1492,1,0,1,1,1.8,5,966,15,2,3,1
